shoulder_rotation_deg,elbow_flexion_deg,wrist_angle_deg,hip_rotation_deg,knee_flexion_deg,trunk_lean_deg,stride_length_norm,release_angle_deg,angular_velocity_deg_s,ground_contact_time_s,performance_score,long_term_exposure_deliveries,injury_severity
33.35188787729874,19.275343443321333,160.5031458006054,30.795890288913938,6.640416127966169,9.219255311186476,0.7254629381711366,71.53553118709362,867.6196384322913,0.24943723331297218,50.519667982232534,253.86671543593252,1
18.56017483135455,28.557620509326735,135.5403730679788,68.87740893520575,2.2261945501961318,11.706831058431382,0.46700024164789805,63.64855988036589,224.10900711641915,0.1311246017376232,28.781308217614797,1295.1425574538746,0
38.25496315387103,6.735120844940143,157.90906526593116,20.374170842061428,8.4736615571999,34.74586107325293,0.8722535316659105,66.85407683133381,676.1775167827129,0.13885903947529527,36.820189443902876,308.34763028340524,1
40.34621188030335,0.9827952064604322,163.77029196229682,28.666930665088145,13.841144847302946,16.25194454677408,0.7644373542989769,77.876106831814,856.2097710910944,0.13298647842954026,54.84000769187827,495.45406156863186,1
8.5386129248078,6.70695236959598,150.99737688002946,45.81630299296272,0.0,38.925681958060075,0.4197628260969598,58.541355249588094,133.17751689817726,0.1194333813476352,25.165529359287554,977.3867223339763,0
15.676025424514501,34.73138413057982,180.0,44.03265565833191,4.97931230356479,5.9231157972914446,0.5878163392611437,88.93549489464037,849.3516838576728,0.10396197437197766,41.79677146593205,595.8892646463773,0
31.40624443484014,5.899703681023276,178.55959538216905,40.84866822970819,0.0,9.16329219722632,0.6578308619951723,71.69369968202666,873.3886903783749,0.17534285558459622,51.68633047210827,814.0748482111733,1
26.521331484220596,16.468442137224773,173.54490665658193,43.103823895917294,6.446326314197642,27.6235066095197,1.1621843458881613,80.00173672442935,530.6694926903435,0.24807207183627805,46.172655221349565,896.7460360700695,1
29.815187267452824,4.88798244311705,165.28572384740028,9.997314144727511,22.775832608585013,16.586284802414916,0.9756380759053953,57.185738862631595,469.3425463341806,0.22750409449476566,39.955564131228606,462.63057196030326,1
20.616516796690618,11.024172688206766,180.0,54.07158433445401,1.3249525644404798,23.073273366010497,0.7434982641855983,65.7401797424165,527.5412888350947,0.18945884974534855,37.07172822687104,848.4424996698027,0
39.673377723491114,5.35253706372965,121.26061405061569,32.55330849360062,18.328437712751963,18.8769317363025,0.9235913405718925,55.94320854343621,165.58042315025375,0.05,31.401220003684518,1415.1095956049046,2
38.55571128971843,2.662164101230035,177.40566235981152,49.95073018725022,37.63942614581088,18.57423762033992,0.3713188264307899,85.21189493801153,634.7620211758599,0.056772525830385265,34.67879424074215,103.46623057592636,2
30.726337673173376,11.206326966634814,130.17511376000954,10.59768105238453,25.081843181316145,16.957639312679238,0.6957206555474397,73.3979526012498,743.9192511505937,0.203208165324762,29.702616758360495,934.7197792149182,1
42.399653276648365,7.281032964744584,138.7132176186654,38.078822041774295,13.201620423520906,21.794933604077368,0.9082189833818397,80.71304953436236,456.1326405413779,0.23096867239644103,55.6385515311052,548.288502374011,2
35.142602764772505,5.288638104256886,161.22784888123337,28.237972650261817,19.725910102168342,26.416382875279027,0.8563827874070029,75.63413682330075,894.4099165116855,0.17768673120113887,45.38818296329929,1306.877412544176,1
20.54778290828438,2.28113373722202,174.66440331021448,41.86544181897564,0.0,36.14422150972476,0.7013416479012061,79.6847505391236,720.5134361310727,0.13472098424748713,31.69541631043113,235.22884025582783,1
34.056258624907485,10.222347044042754,126.92846736636076,38.80484542962615,0.0,17.974874646571823,0.8115722109311799,71.62558139591474,752.0035496306901,0.21761505046979962,49.43529848258191,184.87425919400545,0
19.452291390881012,12.596532275099278,139.7491024464454,39.39257356999014,12.258282981714544,16.063617043641244,0.894383871036644,72.96454410526094,619.6006674231368,0.18767968859394554,38.618691243640285,666.8547869539207,1
